steering,throttle,break,speed,x,y
0.3611848,1,0,40.43391,77.85264,7.28156
0.1083477,1,0,40.43635,78.4799,8.58444
0,1,0,40.43222,79.16884,9.855616
0,1,0,40.43344,79.90149,11.10223
0,1,0,40.43332,80.66765,12.32857
0,1,0,40.43332,81.45921,13.53869
0,1,0,40.43329,82.26985,14.7361
0.2,1,0,40.42097,83.10153,15.91871
0.4,1,0,40.39241,83.97517,17.06952
0.4780083,1,0,40.39058,84.91625,18.16472
0.2281623,1,0,40.43699,85.92712,19.19816
0,1,0,40.42989,86.98426,20.18466
0,1,0,40.43275,88.34467,21.37468
0,1,0,40.43309,89.1767,22.0703
0,1,0,40.43346,90.58295,23.20588
0,1,0,40.43288,91.72129,24.09759
0,1,0,40.43316,92.86835,24.97804
0,1,0,40.43276,94.31126,26.0667
0.1,1,0,40.43015,95.47179,26.92927
0.35,1,0,40.40179,96.94698,27.97211
0.3574562,1,0,40.41291,98.16807,28.74409
0.09538221,1,0,40.43529,99.42448,29.45968
0,1,0,40.43291,101.0212,30.30666
0,1,0,40.4337,102.3126,30.95719
0,1,0,40.4338,103.6134,31.58872
0,1,0,40.43326,104.9214,32.20536
0,1,0,40.4337,106.5636,32.96058
0,1,0,40.43279,107.8815,33.55566
0,1,0,40.43325,109.2021,34.14481
0,1,0,40.43338,110.5247,34.72943
0,1,0,40.43348,111.8488,35.31058
0,1,0,40.43338,113.174,35.88907
0,1,0,40.4335,114.5002,36.46554
0,1,0,40.43341,115.827,37.04046
0,1,0,40.43342,117.1543,37.6142
0,1,0,40.43341,118.4821,38.18704
0,1,0,40.43342,119.8101,38.75919
0,1,0,40.43343,121.1384,39.33081
0,1,0,40.43336,122.7989,40.04478
0,1,0,40.43338,124.1275,40.6156
0,1,0,40.43337,125.4562,41.18619
0,1,0,40.4334,126.785,41.75659
0,1,0,40.43338,179.81,89.85886
