center, left, right, steering, throttle, brake, speed
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_590.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_590.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_590.jpg,0,1,0,30.19009
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_661.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_661.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_661.jpg,-0.1,1,0,30.18875
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_734.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_734.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_734.jpg,0,1,0,30.18668
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_808.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_808.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_808.jpg,0,1,0,30.19003
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_882.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_882.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_882.jpg,0,1,0,30.19039
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_35_956.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_35_956.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_35_956.jpg,-0.15,1,0,30.18487
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_025.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_025.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_025.jpg,0,1,0,30.18998
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_092.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_092.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_092.jpg,0,1,0,30.19086
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_164.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_164.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_164.jpg,0,1,0,30.19021
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_237.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_237.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_237.jpg,0,1,0,30.19028
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_304.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_304.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_304.jpg,-0.15,1,0,30.18463
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_372.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_372.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_372.jpg,0,1,0,30.18476
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_440.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_440.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_440.jpg,0,1,0,30.18993
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_512.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_512.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_512.jpg,0,1,0,30.19016
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_583.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_583.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_583.jpg,-0.05,1,0,30.18998
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_653.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_653.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_653.jpg,0,1,0,30.1906
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_729.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_729.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_729.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_802.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_802.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_802.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_878.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_878.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_878.jpg,0,1,0,30.18985
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_36_953.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_36_953.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_36_953.jpg,0,1,0,30.19027
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_026.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_026.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_026.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_097.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_097.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_097.jpg,-0.05,1,0,30.19003
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_169.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_169.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_169.jpg,-0.25,1,0,30.1748
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_240.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_240.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_240.jpg,0,1,0,30.19074
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_309.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_309.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_309.jpg,0,1,0,30.19004
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_376.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_376.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_376.jpg,0,1,0,30.19022
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_446.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_446.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_446.jpg,0,1,0,30.19026
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_512.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_512.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_512.jpg,0,1,0,30.1903
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_581.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_581.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_581.jpg,0,1,0,30.1903
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_653.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_653.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_653.jpg,-0.1,1,0,30.18783
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_725.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_725.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_725.jpg,0,1,0,30.18609
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_792.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_792.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_792.jpg,0,1,0,30.19014
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_864.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_864.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_864.jpg,0,1,0,30.19017
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_37_932.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_37_932.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_37_932.jpg,-0.1,1,0,30.18846
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_003.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_003.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_003.jpg,0,1,0,30.1876
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_074.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_074.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_074.jpg,0,1,0,30.19011
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_143.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_143.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_143.jpg,0,1,0,30.19026
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_211.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_211.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_211.jpg,0,1,0,30.19041
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_279.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_279.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_279.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_351.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_351.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_351.jpg,0,1,0,30.19031
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_424.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_424.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_424.jpg,0,1,0,30.19031
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_499.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_499.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_499.jpg,-0.2,1,0,30.17993
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_568.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_568.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_568.jpg,0,1,0,30.19073
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_638.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_638.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_638.jpg,0,1,0,30.18982
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_706.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_706.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_706.jpg,0,1,0,30.1902
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_780.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_780.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_780.jpg,0,1,0,30.19026
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_847.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_847.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_847.jpg,0,1,0,30.19031
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_914.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_914.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_914.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_38_987.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_38_987.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_38_987.jpg,0,1,0,30.19031
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_058.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_058.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_058.jpg,0,1,0,30.1903
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_128.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_128.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_128.jpg,0,1,0,30.1903
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_196.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_196.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_196.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_263.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_263.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_263.jpg,0,1,0,30.19032
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_332.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_332.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_332.jpg,-0.1,1,0,30.18768
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_400.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_400.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_400.jpg,-0.25,1,0,30.17476
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_470.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_470.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_470.jpg,0,1,0,30.19016
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_539.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_539.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_539.jpg,0,1,0,30.1902
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_614.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_614.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_614.jpg,0,1,0,30.19027
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_684.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_684.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_684.jpg,0,1,0,30.1903
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_751.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_751.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_751.jpg,0,1,0,30.19028
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_820.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_820.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_820.jpg,0,1,0,30.19031
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_888.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_888.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_888.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_39_955.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_39_955.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_39_955.jpg,-0.1,1,0,30.18773
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_022.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_022.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_022.jpg,-0.25,1,0,30.17484
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_091.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_091.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_091.jpg,0,1,0,30.18885
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_160.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_160.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_160.jpg,0,1,0,30.19003
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_231.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_231.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_231.jpg,0,1,0,30.19024
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_301.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_301.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_301.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_370.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_370.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_370.jpg,0,1,0,30.19029
C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\center_2018_06_21_10_19_40_439.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\left_2018_06_21_10_19_40_439.jpg,C:\Users\Interns\Documents\GitHub\InternProject\car-behavioral-cloning\images\IMG\right_2018_06_21_10_19_40_439.jpg,0,1,0,30.1903
